"","R_basic","intervention_efficacy","Location","n_intros"
"247",0.270444400375709,0.888001690618694,"Marburg",20
"248",0.206572876079008,0.970704810228199,"Marburg",20
"249",0.935298852156848,0.989981489256024,"Marburg",20
"250",0.0686392863281071,0.337894543074071,"Marburg",20
"251",0.743909041397274,0.606837690807879,"Marburg",20
"252",0.398216946981847,0.401301079895347,"Marburg",20
"253",1.17505486845039,0.78771990397945,"Marburg",20
"254",0.192376904189587,0.515062075806782,"Marburg",20
"255",0.937070854241028,0.732346812728792,"Marburg",20
"256",0.742685992503539,0.571478988043964,"Marburg",20
"257",0.6529663677793,0.858608286362141,"Marburg",20
"258",0.858165745390579,0.54084742278792,"Marburg",20
"259",0.421106677735224,0.666604630183429,"Marburg",20
"260",1.36665572435595,0.353808576939628,"Marburg",20
"261",0.526088571175933,0.673015312291682,"Marburg",20
"262",0.760049955686554,0.738939974922687,"Marburg",20
"263",0.173867873847485,0.146221204428002,"Marburg",20
"264",0.693366375518963,0.673352281097323,"Marburg",20
"265",0.399153867037967,0.869424816919491,"Marburg",20
"266",0.40079361316748,0.35802937624976,"Marburg",20
"267",1.28587989765219,0.744256732752547,"Marburg",20
"268",0.403141123708338,0.23851957754232,"Marburg",20
"269",0.137255554553121,0.776337873656303,"Marburg",20
"270",0.522852384718135,0.847094752127305,"Marburg",20
"271",0.0256175436079502,0.71748566813767,"Marburg",20
"272",0.308677455643192,0.198750861221924,"Marburg",20
"273",0.774683958152309,0.840366053860635,"Marburg",20
"274",0.356643689330667,0.619843576103449,"Marburg",20
"275",0.574682844802737,0.469348782207817,"Marburg",20
"276",0.771035567158833,0.66040080296807,"Marburg",20
"277",0.241794036934152,0.918229585979134,"Marburg",20
"278",0.349360989639536,0.920168501324952,"Marburg",20
"279",0.235117755364627,0.667769855819643,"Marburg",20
"280",0.325464496621862,0.54914183053188,"Marburg",20
"281",0.466621001483873,0.702289782231674,"Marburg",20
"282",0.12125584948808,0.400869782082736,"Marburg",20
"283",0.528410567203537,0.877406059531495,"Marburg",20
"284",0.436779545852914,0.902220282005146,"Marburg",20
"285",0.86692815204151,0.711705269291997,"Marburg",20
"286",0.87891954020597,0.794266415992752,"Marburg",20
"287",0.635152585571632,0.376502195606008,"Marburg",20
"288",0.479268082184717,0.178690938744694,"Marburg",20
"289",0.554383312119171,0.218444993952289,"Marburg",20
"290",0.590871697990224,0.509894268587232,"Marburg",20
"291",1.01205980870873,0.479221395682544,"Marburg",20
"292",0.965455927653238,0.27064768015407,"Marburg",20
"293",0.355753265786916,0.211661989800632,"Marburg",20
"294",0.442859448725358,0.725492351455614,"Marburg",20
